# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4973659	4974345	-							KPN_RS24490	687		old_locus_tag=KPN_04541
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4973659	4974345	-	WP_004177740.1	WP_004177740.1		molecular chaperone			KPN_RS24490	687	228	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4974404	4974967	-							KPN_RS24495	564		old_locus_tag=KPN_04542
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4974404	4974967	-	WP_004177738.1	WP_004177738.1		fimbrial protein			KPN_RS24495	564	187	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4975449	4976093	+							KPN_RS24500	645		old_locus_tag=KPN_04543
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4975449	4976093	+	WP_041937699.1	WP_041937699.1		winged helix-turn-helix domain-containing protein			KPN_RS24500	645	214	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4976215	4977243	-					epmB		KPN_RS24505	1029		old_locus_tag=KPN_04544
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4976215	4977243	-	WP_002885500.1	WP_002885500.1		EF-P beta-lysylation protein EpmB	epmB		KPN_RS24505	1029	342	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4977285	4977851	+					efp		KPN_RS24510	567		old_locus_tag=KPN_04545
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4977285	4977851	+	WP_002885506.1	WP_002885506.1		elongation factor P	efp		KPN_RS24510	567	188	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4977925	4978056	+							KPN_RS24515	132		old_locus_tag=KPN_04546
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4977925	4978056	+	WP_002885511.1	WP_002885511.1		entericidin A/B family lipoprotein			KPN_RS24515	132	43	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4978216	4978362	+					ecnB		KPN_RS24520	147		old_locus_tag=KPN_04547
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4978216	4978362	+	WP_002885518.1	WP_002885518.1		lipoprotein toxin entericidin B	ecnB		KPN_RS24520	147	48	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4978506	4978823	+					sugE		KPN_RS24525	318		old_locus_tag=KPN_04548
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4978506	4978823	+	WP_002885521.1	WP_002885521.1		quaternary ammonium compound efflux SMR transporter SugE	sugE		KPN_RS24525	318	105	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4978820	4979353	-							KPN_RS24530	534		old_locus_tag=KPN_04549
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4978820	4979353	-	WP_002885523.1	WP_002885523.1		lipocalin family protein			KPN_RS24530	534	177	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4979467	4979826	-					frdD		KPN_RS24535	360		old_locus_tag=KPN_04550
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4979467	4979826	-	WP_002885526.1	WP_002885526.1		fumarate reductase subunit FrdD	frdD		KPN_RS24535	360	119	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4979837	4980232	-					frdC		KPN_RS24540	396		old_locus_tag=KPN_04551
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4979837	4980232	-	WP_015959287.1	WP_015959287.1		fumarate reductase subunit FrdC	frdC		KPN_RS24540	396	131	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4980243	4980977	-					frdB		KPN_RS24545	735		old_locus_tag=KPN_04552
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4980243	4980977	-	WP_004177729.1	WP_004177729.1		fumarate reductase iron-sulfur protein	frdB		KPN_RS24545	735	244	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4980970	4982760	-					frdA		KPN_RS24550	1791		old_locus_tag=KPN_04553
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4980970	4982760	-	WP_015959288.1	WP_015959288.1		fumarate reductase (quinol) flavoprotein subunit	frdA		KPN_RS24550	1791	596	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4983036	4984013	+					epmA		KPN_RS24555	978		old_locus_tag=KPN_04554
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4983036	4984013	+	WP_004146714.1	WP_004146714.1		elongation factor P--(R)-beta-lysine ligase	epmA		KPN_RS24555	978	325	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4984196	4985698	+					yjeM		KPN_RS24560	1503		old_locus_tag=KPN_04555
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4984196	4985698	+	WP_004178330.1	WP_004178330.1		glutamate/gamma-aminobutyrate family transporter YjeM	yjeM		KPN_RS24560	1503	500	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4985736	4989065	-					mscM		KPN_RS24565	3330		old_locus_tag=KPN_04556
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4985736	4989065	-	WP_004146716.1	WP_004146716.1		miniconductance mechanosensitive channel MscM	mscM		KPN_RS24565	3330	1109	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4989089	4990051	-					asd		KPN_RS24570	963		old_locus_tag=KPN_04557
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4989089	4990051	-	WP_002885536.1	WP_002885536.1		archaetidylserine decarboxylase	asd		KPN_RS24570	963	320	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4990212	4991273	-					rsgA		KPN_RS24575	1062		old_locus_tag=KPN_04558
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4990212	4991273	-	WP_002885537.1	WP_002885537.1		small ribosomal subunit biogenesis GTPase RsgA	rsgA		KPN_RS24575	1062	353	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4991367	4991912	+					orn		KPN_RS24580	546		old_locus_tag=KPN_04559
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4991367	4991912	+	WP_015959290.1	WP_015959290.1		oligoribonuclease	orn		KPN_RS24580	546	181	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4991956	4992687	-							KPN_RS24585	732		old_locus_tag=KPN_04560
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4991956	4992687	-	WP_004177719.1	WP_004177719.1		transporter substrate-binding domain-containing protein			KPN_RS24585	732	243	
gene	tRNA	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4992982	4993057	+							KPN_RS24595	76		old_locus_tag=KPN_04561
tRNA		GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4992982	4993057	+				tRNA-Gly			KPN_RS24595	76		anticodon=GCC
gene	tRNA	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4993126	4993201	+							KPN_RS24600	76		old_locus_tag=KPN_04562
tRNA		GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4993126	4993201	+				tRNA-Gly			KPN_RS24600	76		anticodon=GCC
gene	tRNA	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4993274	4993349	+							KPN_RS24605	76		old_locus_tag=KPN_04563
tRNA		GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4993274	4993349	+				tRNA-Gly			KPN_RS24605	76		anticodon=GCC
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4993620	4994759	-					queG		KPN_RS24610	1140		old_locus_tag=KPN_04564
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4993620	4994759	-	WP_004178333.1	WP_004178333.1		tRNA epoxyqueuosine(34) reductase QueG	queG		KPN_RS24610	1140	379	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4994773	4996284	+					nnr		KPN_RS24615	1512		old_locus_tag=KPN_04565
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4994773	4996284	+	WP_004198690.1	WP_004198690.1		bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	nnr		KPN_RS24615	1512	503	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4996277	4996738	+					tsaE		KPN_RS24620	462		old_locus_tag=KPN_04566
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4996277	4996738	+	WP_002885589.1	WP_002885589.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tsaE		KPN_RS24620	462	153	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4996755	4998098	+					amiB		KPN_RS24625	1344		old_locus_tag=KPN_04567
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4996755	4998098	+	WP_015959291.1	WP_015959291.1		N-acetylmuramoyl-L-alanine amidase AmiB	amiB		KPN_RS24625	1344	447	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4998109	4999968	+					mutL		KPN_RS24630	1860		old_locus_tag=KPN_04568
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4998109	4999968	+	WP_004222064.1	WP_004222064.1		DNA mismatch repair endonuclease MutL	mutL		KPN_RS24630	1860	619	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4999961	5000911	+					miaA		KPN_RS24635	951		old_locus_tag=KPN_04569
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	4999961	5000911	+	WP_002885652.1	WP_002885652.1		tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		KPN_RS24635	951	316	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5001004	5001312	+					hfq		KPN_RS24640	309		old_locus_tag=KPN_04570
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5001004	5001312	+	WP_002885659.1	WP_002885659.1		RNA chaperone Hfq	hfq		KPN_RS24640	309	102	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5001388	5002668	+					hflX		KPN_RS24645	1281		old_locus_tag=KPN_04571
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5001388	5002668	+	WP_004146725.1	WP_004146725.1		ribosome rescue GTPase HflX	hflX		KPN_RS24645	1281	426	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5002734	5003996	+					hflK		KPN_RS24650	1263		old_locus_tag=KPN_04572
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5002734	5003996	+	WP_004146726.1	WP_004146726.1		FtsH protease activity modulator HflK	hflK		KPN_RS24650	1263	420	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5003999	5005003	+					hflC		KPN_RS24655	1005		old_locus_tag=KPN_04573
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5003999	5005003	+	WP_002885662.1	WP_002885662.1		protease modulator HflC	hflC		KPN_RS24655	1005	334	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5005086	5005376	-							KPN_RS24660	291		old_locus_tag=KPN_04574
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5005086	5005376	-	WP_002885663.1	WP_002885663.1		hypothetical protein			KPN_RS24660	291	96	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5005599	5005796	+							KPN_RS24670	198		old_locus_tag=KPN_04575
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5005599	5005796	+	WP_002885664.1	WP_002885664.1		DUF2065 domain-containing protein			KPN_RS24670	198	65	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5005899	5007197	+							KPN_RS24675	1299		old_locus_tag=KPN_04576
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5005899	5007197	+	WP_002885665.1	WP_002885665.1		adenylosuccinate synthase			KPN_RS24675	1299	432	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5007348	5007773	+					nsrR		KPN_RS24680	426		old_locus_tag=KPN_04577
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5007348	5007773	+	WP_002885667.1	WP_002885667.1		nitric oxide-sensing transcriptional repressor NsrR	nsrR		KPN_RS24680	426	141	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5007810	5010242	+					rnr		KPN_RS24685	2433		old_locus_tag=KPN_04578
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5007810	5010242	+	WP_004192475.1	WP_004192475.1		ribonuclease R	rnr		KPN_RS24685	2433	810	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5010324	5011055	+					rlmB		KPN_RS24690	732		old_locus_tag=KPN_04579
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5010324	5011055	+	WP_002885669.1	WP_002885669.1		23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	rlmB		KPN_RS24690	732	243	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5011181	5012818	+							KPN_RS24695	1638		old_locus_tag=KPN_04580
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5011181	5012818	+	WP_032434369.1	WP_032434369.1		isovaleryl-CoA dehydrogenase			KPN_RS24695	1638	545	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5012809	5013084	-					yjfN		KPN_RS24700	276		old_locus_tag=KPN_04581
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5012809	5013084	-	WP_002885673.1	WP_002885673.1		DUF1471 family protease activator YjfN	yjfN		KPN_RS24700	276	91	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5013222	5013530	-					bsmA		KPN_RS24705	309		old_locus_tag=KPN_04582
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5013222	5013530	-	WP_004177699.1	WP_004177699.1		biofilm peroxide resistance protein BsmA	bsmA		KPN_RS24705	309	102	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5013740	5014456	+					yjfP		KPN_RS24710	717		old_locus_tag=KPN_04583
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5013740	5014456	+	WP_004192466.1	WP_004192466.1		esterase	yjfP		KPN_RS24710	717	238	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5014453	5015208	-					ulaR		KPN_RS24715	756		old_locus_tag=KPN_04584
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5014453	5015208	-	WP_004177697.1	WP_004177697.1		HTH-type transcriptional regulator UlaR	ulaR		KPN_RS24715	756	251	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5015316	5016380	-					ulaG		KPN_RS24720	1065		old_locus_tag=KPN_04585
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5015316	5016380	-	WP_004194176.1	WP_004194176.1		L-ascorbate 6-phosphate lactonase	ulaG		KPN_RS24720	1065	354	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5016743	5018143	+					ulaA		KPN_RS24725	1401		old_locus_tag=KPN_04586
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5016743	5018143	+	WP_002885681.1	WP_002885681.1		PTS ascorbate transporter subunit IIC	ulaA		KPN_RS24725	1401	466	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5018156	5018461	+					ulaB		KPN_RS24730	306		old_locus_tag=KPN_04587
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5018156	5018461	+	WP_002885682.1	WP_002885682.1		PTS ascorbate transporter subunit IIB	ulaB		KPN_RS24730	306	101	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5018471	5018938	+					ulaC		KPN_RS24735	468		old_locus_tag=KPN_04588
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5018471	5018938	+	WP_002885683.1	WP_002885683.1		PTS ascorbate transporter subunit IIA	ulaC		KPN_RS24735	468	155	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5018952	5019602	+					ulaD		KPN_RS24740	651		old_locus_tag=KPN_04589
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5018952	5019602	+	WP_002885684.1	WP_002885684.1		3-keto-L-gulonate-6-phosphate decarboxylase UlaD	ulaD		KPN_RS24740	651	216	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5019612	5020466	+							KPN_RS24745	855		old_locus_tag=KPN_04590
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5019612	5020466	+	WP_004210671.1	WP_004210671.1		L-ribulose-5-phosphate 3-epimerase			KPN_RS24745	855	284	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5020466	5021152	+							KPN_RS24750	687		old_locus_tag=KPN_04591
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5020466	5021152	+	WP_015959293.1	WP_015959293.1		L-ribulose-5-phosphate 4-epimerase			KPN_RS24750	687	228	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5021216	5022409	-							KPN_RS24755	1194		old_locus_tag=KPN_04592
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5021216	5022409	-	WP_004177693.1	WP_004177693.1		MFS transporter			KPN_RS24755	1194	397	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5022559	5022834	-							KPN_RS24760	276		old_locus_tag=KPN_04593
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5022559	5022834	-	WP_002885689.1	WP_002885689.1		DUF1471 domain-containing protein			KPN_RS24760	276	91	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5023175	5023570	+					rpsF		KPN_RS24765	396		old_locus_tag=KPN_04594
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5023175	5023570	+	WP_002885691.1	WP_002885691.1		30S ribosomal protein S6	rpsF		KPN_RS24765	396	131	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5023576	5023890	+					priB		KPN_RS24770	315		
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5023576	5023890	+	WP_002885722.1	WP_002885722.1		primosomal replication protein N	priB		KPN_RS24770	315	104	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5023895	5024122	+					rpsR		KPN_RS24775	228		old_locus_tag=KPN_04596
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5023895	5024122	+	WP_000135199.1	WP_000135199.1		30S ribosomal protein S18	rpsR		KPN_RS24775	228	75	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5024164	5024613	+					rplI		KPN_RS24780	450		old_locus_tag=KPN_04597
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5024164	5024613	+	WP_002886682.1	WP_002886682.1		50S ribosomal protein L9	rplI		KPN_RS24780	450	149	
gene	pseudogene	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5024722	5025395	-							KPN_RS24785	674		pseudo;old_locus_tag=KPN_04599
CDS	without_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5024722	5025395	-				LysM-like peptidoglycan-binding domain-containing protein			KPN_RS24785	674		pseudo
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5025614	5026234	+					fklB		KPN_RS24790	621		old_locus_tag=KPN_04600
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5025614	5026234	+	WP_002886687.1	WP_002886687.1		FKBP-type peptidyl-prolyl cis-trans isomerase	fklB		KPN_RS24790	621	206	
gene	protein_coding	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5026539	5027942	+					cycA		KPN_RS24795	1404		old_locus_tag=KPN_04601
CDS	with_protein	GCF_000016305.1	Primary Assembly	chromosome		NC_009648.1	5026539	5027942	+	WP_015959296.1	WP_015959296.1		D-serine/D-alanine/glycine transporter	cycA		KPN_RS24795	1404	467	
