lcl|NC_032089.1_cds_XP_719073.1_1	CAALFM_C100020CA
lcl|NC_009648.1_cds_WP_002923156.1_4237	KPN_RS21885
lcl|NC_009648.1_cds_WP_002923158.1_4238	KPN_RS21890
lcl|NC_009648.1_cds_WP_040151405.1_4239	KPN_RS21895
lcl|NC_009648.1_cds_WP_004145044.1_4240	KPN_RS21900
lcl|NC_009648.1_cds_WP_004150257.1_4241	KPN_RS21905
lcl|NC_009648.1_cds_WP_004150258.1_4242	KPN_RS21910
lcl|NC_009648.1_cds_WP_015959162.1_4243	KPN_RS21915
lcl|NC_009648.1_cds_WP_041937687.1_4244	KPN_RS21920
lcl|NC_009648.1_cds_WP_004181579.1_4245	KPN_RS21925
lcl|NC_009648.1_cds_WP_015959164.1_4246	KPN_RS21930
lcl|NC_009648.1_cds_WP_002923205.1_4247	KPN_RS21935
lcl|NC_009648.1_cds_WP_004173863.1_4248	KPN_RS21940
lcl|NC_009648.1_cds_WP_004173862.1_4249	KPN_RS21945
lcl|NC_009648.1_cds_WP_004181583.1_4250	KPN_RS21950
lcl|NC_009648.1_cds_WP_015959165.1_4251	KPN_RS21955
lcl|NC_009648.1_cds_WP_004145056.1_4252	KPN_RS21960
lcl|NC_009648.1_cds_WP_074182042.1_4253	KPN_RS21965
lcl|NC_009648.1_cds_WP_002923282.1_4254	KPN_RS21970
lcl|NC_009648.1_cds_WP_002923283.1_4255	KPN_RS21975
lcl|NC_009648.1_cds_WP_004173858.1_4256	KPN_RS21980
lcl|NC_009648.1_cds_WP_002923286.1_4257	KPN_RS29340
lcl|NC_009648.1_cds_WP_004150272.1_4258	KPN_RS31780
lcl|NC_009648.1_cds_WP_004145059.1_4259	KPN_RS21985
lcl|NC_009648.1_cds_WP_002923294.1_4260	KPN_RS21990
lcl|NC_009648.1_cds_WP_002923296.1_4261	KPN_RS21995
lcl|NC_009648.1_cds_WP_032428099.1_4262	KPN_RS22000
lcl|NC_009648.1_cds_WP_004150274.1_4263	KPN_RS22005
lcl|NC_009648.1_cds_WP_004150275.1_4264	KPN_RS31785
lcl|NC_009648.1_cds_WP_015959168.1_4265	KPN_RS22015
lcl|NC_009648.1_cds_WP_032428100.1_4266	KPN_RS22020
lcl|NC_009648.1_cds_WP_002923302.1_4267	KPN_RS22025
lcl|NC_009648.1_cds_WP_002923304.1_4268	KPN_RS22030
lcl|NC_009648.1_cds_WP_002923305.1_4269	KPN_RS22035
lcl|NC_009648.1_cds_WP_015959171.1_4270	KPN_RS22040
lcl|NC_009648.1_cds_WP_002923307.1_4271	KPN_RS22045
lcl|NC_009648.1_cds_WP_004151520.1_4272	KPN_RS22050
lcl|NC_009648.1_cds_WP_015959172.1_4273	KPN_RS22055
lcl|NC_009648.1_cds_WP_009308837.1_4274	KPN_RS22060
lcl|NC_009648.1_cds_WP_015959173.1_4275	KPN_RS22065
lcl|NC_009648.1_cds_WP_004151523.1_4276	KPN_RS22070
lcl|NC_009648.1_cds_WP_004151524.1_4277	KPN_RS22075
lcl|NC_009648.1_cds_WP_015959175.1_4278	KPN_RS22080
lcl|NC_009648.1_cds_WP_004150285.1_4279	KPN_RS22085
lcl|NC_009648.1_cds_WP_004150286.1_4280	KPN_RS22090
lcl|NC_009648.1_cds_WP_004145082.1_4281	KPN_RS22095
lcl|NC_009648.1_cds_WP_015959176.1_4282	KPN_RS22100
lcl|NC_009648.1_cds_WP_004145084.1_4283	KPN_RS22105
lcl|NC_009648.1_cds_WP_015959177.1_4284	KPN_RS22110
lcl|NC_009648.1_cds_WP_015875264.1_4285	KPN_RS22115
lcl|NC_009648.1_cds_WP_004151530.1_4286	KPN_RS22120
lcl|NC_009648.1_cds_WP_004173845.1_4287	KPN_RS22125
lcl|NC_009648.1_cds_WP_004151532.1_4288	KPN_RS22130
lcl|NC_009648.1_cds_WP_004145090.1_4289	KPN_RS22135
lcl|NC_009648.1_cds_WP_004151534.1_4290	KPN_RS22140
lcl|NC_009648.1_cds_WP_000831330.1_4291	KPN_RS22145
lcl|NC_009648.1_cds_WP_004151535.1_4292	KPN_RS29350
lcl|NC_009648.1_cds_WP_004151536.1_4293	KPN_RS22155
lcl|NC_009648.1_cds_WP_004150295.1_4294	KPN_RS22160
lcl|NC_009648.1_cds_WP_004186273.1_4295	KPN_RS22165
lcl|NC_009648.1_cds_KPN_RS22170_4296	KPN_RS22170
lcl|NC_009648.1_cds_WP_015959180.1_4297	KPN_RS22175
lcl|NC_009648.1_cds_WP_000896275.1_4298	KPN_RS22180
lcl|NC_009648.1_cds_WP_041937688.1_4299	KPN_RS22185
lcl|NC_009648.1_cds_WP_223364911.1_4300	KPN_RS22190
lcl|NC_009648.1_cds_KPN_RS22195_4301	KPN_RS22195
lcl|NC_009648.1_cds_WP_015959185.1_4302	KPN_RS22200
lcl|NC_009648.1_cds_WP_015959186.1_4303	KPN_RS22205
lcl|NC_009648.1_cds_WP_004151539.1_4304	KPN_RS22210
lcl|NC_009648.1_cds_WP_015959187.1_4305	KPN_RS22215
lcl|NC_009648.1_cds_WP_004211197.1_4306	KPN_RS22220
lcl|NC_009648.1_cds_WP_004145098.1_4307	KPN_RS22225
lcl|NC_009648.1_cds_WP_004151543.1_4308	KPN_RS22230
lcl|NC_009648.1_cds_WP_009308842.1_4309	KPN_RS22235
lcl|NC_009648.1_cds_WP_004145102.1_4310	KPN_RS22245
lcl|NC_009648.1_cds_WP_015959188.1_4311	KPN_RS22250
lcl|NC_009648.1_cds_WP_015959189.1_4312	KPN_RS22255
lcl|NC_009648.1_cds_WP_004150305.1_4313	KPN_RS22260
lcl|NC_009648.1_cds_WP_004145007.1_4314	KPN_RS22270
lcl|NC_009648.1_cds_WP_004145006.1_4315	KPN_RS22275
lcl|NC_009648.1_cds_WP_004151547.1_4316	KPN_RS22280
lcl|NC_009648.1_cds_WP_004145004.1_4317	KPN_RS22285
lcl|NC_009648.1_cds_WP_004150308.1_4318	KPN_RS22290
lcl|NC_009648.1_cds_WP_008806727.1_4319	KPN_RS22295
lcl|NC_009648.1_cds_WP_004173839.1_4320	KPN_RS22300
lcl|NC_009648.1_cds_WP_001251971.1_4321	KPN_RS22320
lcl|NC_009648.1_cds_WP_004144997.1_4322	KPN_RS22325
lcl|NC_009648.1_cds_WP_004144996.1_4323	KPN_RS22330
lcl|NC_009648.1_cds_WP_004144995.1_4324	KPN_RS22335
lcl|NC_009648.1_cds_WP_004144994.1_4325	KPN_RS22340
lcl|NC_009648.1_cds_WP_004107293.1_4326	KPN_RS22345
lcl|NC_009648.1_cds_WP_000429386.1_4327	KPN_RS22350
lcl|NC_009648.1_cds_WP_004151552.1_4328	KPN_RS22355
lcl|NC_009648.1_cds_WP_004144991.1_4329	KPN_RS22360
lcl|NC_009648.1_cds_WP_004151554.1_4330	KPN_RS22365
lcl|NC_009648.1_cds_WP_004144989.1_4331	KPN_RS22370
lcl|NC_009648.1_cds_WP_004144988.1_4332	KPN_RS22375
lcl|NC_009648.1_cds_WP_002882510.1_4333	KPN_RS22380
lcl|NC_009648.1_cds_WP_002882514.1_4334	KPN_RS22385
lcl|NC_009648.1_cds_WP_002882517.1_4335	KPN_RS22390
lcl|NC_009648.1_cds_WP_004151555.1_4336	KPN_RS22395
lcl|NC_009648.1_cds_WP_002882520.1_4337	KPN_RS22400
lcl|NC_009648.1_cds_WP_015959192.1_4338	KPN_RS22405
lcl|NC_009648.1_cds_WP_002882529.1_4339	KPN_RS22410
lcl|NC_009648.1_cds_WP_002882531.1_4340	KPN_RS22415
lcl|NC_009648.1_cds_WP_002882536.1_4341	KPN_RS22420
lcl|NC_009648.1_cds_WP_015959193.1_4342	KPN_RS22425
lcl|NC_009648.1_cds_WP_085848693.1_4343	KPN_RS22430
lcl|NC_009648.1_cds_WP_002882539.1_4344	KPN_RS22435
lcl|NC_009648.1_cds_WP_002882540.1_4345	KPN_RS22440
lcl|NC_009648.1_cds_WP_002882596.1_4346	KPN_RS22465
lcl|NC_009648.1_cds_WP_004178039.1_4347	KPN_RS22470
lcl|NC_009648.1_cds_WP_002882612.1_4348	KPN_RS22475
lcl|NC_009648.1_cds_WP_004187940.1_4349	KPN_RS22480
lcl|NC_009648.1_cds_WP_004146224.1_4350	KPN_RS22485
lcl|NC_009648.1_cds_WP_004150336.1_4351	KPN_RS22490
lcl|NC_009648.1_cds_WP_015959197.1_4352	KPN_RS22495
lcl|NC_009648.1_cds_WP_002882734.1_4353	KPN_RS22500
lcl|NC_009648.1_cds_WP_002882743.1_4354	KPN_RS22505
lcl|NC_009648.1_cds_WP_002882745.1_4355	KPN_RS22510
lcl|NC_009648.1_cds_WP_004152951.1_4356	KPN_RS30695
lcl|NC_009648.1_cds_WP_002882749.1_4357	KPN_RS22515
lcl|NC_009648.1_cds_WP_004146229.1_4358	KPN_RS22520
lcl|NC_009648.1_cds_WP_002882753.1_4359	KPN_RS22525
lcl|NC_009648.1_cds_WP_002882755.1_4360	KPN_RS22535
lcl|NC_009648.1_cds_WP_004151865.1_4361	KPN_RS22540
lcl|NC_009648.1_cds_WP_004146232.1_4362	KPN_RS22545
lcl|NC_009648.1_cds_WP_002882809.1_4363	KPN_RS22550
lcl|NC_009648.1_cds_WP_004178031.1_4364	KPN_RS22555
lcl|NC_009648.1_cds_WP_015959199.1_4365	KPN_RS22560
lcl|NC_009648.1_cds_WP_004150355.1_4366	KPN_RS22565
lcl|NC_009648.1_cds_WP_002882817.1_4367	KPN_RS22570
lcl|NC_009648.1_cds_WP_004150358.1_4368	KPN_RS22575
lcl|NC_009648.1_cds_WP_002882818.1_4369	KPN_RS22580
lcl|NC_009648.1_cds_WP_002882822.1_4370	KPN_RS22585
lcl|NC_009648.1_cds_WP_085921749.1_4371	KPN_RS22590
lcl|NC_009648.1_cds_WP_002882828.1_4372	KPN_RS22600
lcl|NC_009648.1_cds_WP_002882830.1_4373	KPN_RS22605
lcl|NC_009648.1_cds_WP_015959200.1_4374	KPN_RS22610
lcl|NC_009648.1_cds_WP_004151864.1_4375	KPN_RS22615
lcl|NC_009648.1_cds_WP_015959201.1_4376	KPN_RS22620
lcl|NC_009648.1_cds_WP_002882856.1_4377	KPN_RS22625
lcl|NC_009648.1_cds_WP_002882858.1_4378	KPN_RS22630
lcl|NC_009648.1_cds_WP_002882861.1_4379	KPN_RS22635
lcl|NC_009648.1_cds_WP_002882862.1_4380	KPN_RS22640
lcl|NC_009648.1_cds_WP_002882863.1_4381	KPN_RS22645
lcl|NC_009648.1_cds_WP_004195589.1_4382	KPN_RS22650
lcl|NC_009648.1_cds_WP_002882865.1_4383	KPN_RS22655
lcl|NC_009648.1_cds_WP_002882866.1_4384	KPN_RS22660
lcl|NC_009648.1_cds_WP_015959202.1_4385	KPN_RS22665
lcl|NC_009648.1_cds_WP_015959203.1_4386	KPN_RS22670
lcl|NC_009648.1_cds_WP_015959204.1_4387	KPN_RS22675
lcl|NC_009648.1_cds_WP_032432391.1_4388	KPN_RS22680
lcl|NC_009648.1_cds_WP_015959206.1_4389	KPN_RS22685
lcl|NC_009648.1_cds_WP_004220853.1_4390	KPN_RS22690
lcl|NC_009648.1_cds_WP_004150373.1_4391	KPN_RS22695
lcl|NC_009648.1_cds_WP_015959207.1_4392	KPN_RS22700
lcl|NC_009648.1_cds_WP_002882882.1_4393	KPN_RS22705
lcl|NC_009648.1_cds_WP_004150375.1_4394	KPN_RS22710
lcl|NC_009648.1_cds_WP_004187190.1_4395	KPN_RS22715
lcl|NC_009648.1_cds_WP_002882888.1_4396	KPN_RS22720
lcl|NC_009648.1_cds_WP_002882891.1_4397	KPN_RS22725
lcl|NC_009648.1_cds_WP_002882892.1_4398	KPN_RS22730
lcl|NC_009648.1_cds_WP_002882894.1_4399	KPN_RS22735
lcl|NC_009648.1_cds_WP_004181626.1_4400	KPN_RS22740
lcl|NC_009648.1_cds_WP_002882898.1_4401	KPN_RS22745
lcl|NC_009648.1_cds_WP_002882901.1_4402	KPN_RS22750
lcl|NC_009648.1_cds_WP_004178004.1_4403	KPN_RS22755
lcl|NC_009648.1_cds_WP_002882907.1_4404	KPN_RS22760
lcl|NC_009648.1_cds_WP_002882911.1_4405	KPN_RS22765
lcl|NC_009648.1_cds_WP_002882913.1_4406	KPN_RS22770
lcl|NC_009648.1_cds_WP_002882914.1_4407	KPN_RS22775
lcl|NC_009648.1_cds_WP_015959208.1_4408	KPN_RS22780
lcl|NC_009648.1_cds_WP_002882918.1_4409	KPN_RS22785
lcl|NC_009648.1_cds_WP_002882919.1_4410	KPN_RS22790
lcl|NC_009648.1_cds_WP_002882921.1_4411	KPN_RS22795
lcl|NC_009648.1_cds_WP_004177997.1_4412	KPN_RS22805
lcl|NC_009648.1_cds_WP_002882922.1_4413	KPN_RS22810
lcl|NC_009648.1_cds_WP_002882924.1_4414	KPN_RS22815
lcl|NC_009648.1_cds_WP_004150388.1_4415	KPN_RS22820
lcl|NC_009648.1_cds_WP_002882944.1_4416	KPN_RS22825
lcl|NC_009648.1_cds_WP_015959210.1_4417	KPN_RS22830
lcl|NC_009648.1_cds_WP_041937689.1_4418	KPN_RS22835
lcl|NC_009648.1_cds_WP_002882947.1_4419	KPN_RS22840
lcl|NC_009648.1_cds_WP_015959212.1_4420	KPN_RS22845
lcl|NC_009648.1_cds_WP_002882952.1_4421	KPN_RS22850
lcl|NC_009648.1_cds_WP_041937690.1_4422	KPN_RS22855
lcl|NC_009648.1_cds_WP_015959214.1_4423	KPN_RS22860
lcl|NC_009648.1_cds_WP_004212041.1_4424	KPN_RS22865
lcl|NC_009648.1_cds_WP_004220885.1_4425	KPN_RS22870
lcl|NC_009648.1_cds_WP_004187297.1_4426	KPN_RS22875
lcl|NC_009648.1_cds_WP_004181636.1_4427	KPN_RS22880
lcl|NC_009648.1_cds_WP_041937691.1_4428	KPN_RS22885
lcl|NC_009648.1_cds_WP_015959217.1_4429	KPN_RS22890
lcl|NC_009648.1_cds_WP_015959218.1_4430	KPN_RS22895
lcl|NC_009648.1_cds_WP_004146283.1_4431	KPN_RS22900
lcl|NC_009648.1_cds_WP_002883015.1_4432	KPN_RS22905
lcl|NC_009648.1_cds_WP_002883016.1_4433	KPN_RS22910
lcl|NC_009648.1_cds_WP_004151856.1_4434	KPN_RS22915
lcl|NC_009648.1_cds_WP_002883021.1_4435	KPN_RS22920
lcl|NC_009648.1_cds_WP_015959219.1_4436	KPN_RS22925
lcl|NC_009648.1_cds_WP_004187300.1_4437	KPN_RS22930
lcl|NC_009648.1_cds_WP_002883026.1_4438	KPN_RS22935
lcl|NC_009648.1_cds_WP_002883081.1_4439	KPN_RS22975
lcl|NC_009648.1_cds_WP_004146520.1_4440	KPN_RS22980
lcl|NC_009648.1_cds_WP_002883134.1_4441	KPN_RS22985
lcl|NC_009648.1_cds_WP_001311244.1_4442	KPN_RS29395
lcl|NC_009648.1_cds_WP_002883142.1_4443	KPN_RS22995
lcl|NC_009648.1_cds_WP_002883170.1_4444	KPN_RS23000
lcl|NC_009648.1_cds_WP_002883171.1_4445	KPN_RS23005
lcl|NC_009648.1_cds_WP_002883173.1_4446	KPN_RS23010
lcl|NC_009648.1_cds_WP_002883174.1_4447	KPN_RS23015
lcl|NC_009648.1_cds_WP_002883176.1_4448	KPN_RS23020
lcl|NC_009648.1_cds_WP_002883178.1_4449	KPN_RS23025
lcl|NC_009648.1_cds_WP_002883180.1_4450	KPN_RS23030
lcl|NC_009648.1_cds_WP_002883181.1_4451	KPN_RS23035
lcl|NC_009648.1_cds_WP_004181641.1_4452	KPN_RS23040
lcl|NC_009648.1_cds_WP_002883185.1_4453	KPN_RS23045
lcl|NC_009648.1_cds_WP_004181642.1_4454	KPN_RS23050
lcl|NC_009648.1_cds_WP_004187815.1_4455	KPN_RS23055
lcl|NC_009648.1_cds_WP_004150419.1_4456	KPN_RS23060
lcl|NC_009648.1_cds_WP_002883222.1_4457	KPN_RS23065
lcl|NC_009648.1_cds_WP_002883224.1_4458	KPN_RS23070
lcl|NC_009648.1_cds_WP_002883293.1_4459	KPN_RS23075
lcl|NC_009648.1_cds_WP_002883295.1_4460	KPN_RS23080
lcl|NC_009648.1_cds_WP_002883296.1_4461	KPN_RS23085
lcl|NC_009648.1_cds_WP_002883297.1_4462	KPN_RS23090
lcl|NC_009648.1_cds_WP_015959221.1_4463	KPN_RS23095
lcl|NC_009648.1_cds_WP_004177948.1_4464	KPN_RS23100
lcl|NC_009648.1_cds_WP_002883307.1_4465	KPN_RS23105
lcl|NC_009648.1_cds_WP_004146507.1_4466	KPN_RS23110
lcl|NC_009648.1_cds_WP_002883310.1_4467	KPN_RS23115
lcl|NC_009648.1_cds_WP_002883312.1_4468	KPN_RS23120
lcl|NC_009648.1_cds_WP_015959223.1_4469	KPN_RS23125
lcl|NC_009648.1_cds_WP_004186365.1_4470	KPN_RS23130
lcl|NC_009648.1_cds_WP_004177935.1_4471	KPN_RS23135
lcl|NC_009648.1_cds_WP_015959224.1_4472	KPN_RS23140
lcl|NC_009648.1_cds_WP_009483984.1_4473	KPN_RS23170
lcl|NC_009648.1_cds_WP_015959225.1_4474	KPN_RS23175
lcl|NC_009648.1_cds_WP_002883380.1_4475	KPN_RS23180
lcl|NC_009648.1_cds_WP_002883381.1_4476	KPN_RS23185
lcl|NC_009648.1_cds_WP_002883383.1_4477	KPN_RS23195
lcl|NC_009648.1_cds_WP_002883389.1_4478	KPN_RS23200
lcl|NC_009648.1_cds_WP_002883392.1_4479	KPN_RS23205
lcl|NC_009648.1_cds_WP_041937692.1_4480	KPN_RS23210
lcl|NC_009648.1_cds_WP_002883395.1_4481	KPN_RS23215
lcl|NC_009648.1_cds_WP_015959227.1_4482	KPN_RS23220
lcl|NC_009648.1_cds_WP_004146477.1_4483	KPN_RS23225
lcl|NC_009648.1_cds_WP_002883398.1_4484	KPN_RS23230
lcl|NC_009648.1_cds_WP_002883400.1_4485	KPN_RS23240
lcl|NC_009648.1_cds_WP_002883402.1_4486	KPN_RS23245
lcl|NC_009648.1_cds_WP_002883404.1_4487	KPN_RS23250
lcl|NC_009648.1_cds_WP_002883408.1_4488	KPN_RS23255
lcl|NC_009648.1_cds_WP_004213315.1_4489	KPN_RS23260
lcl|NC_009648.1_cds_WP_004177928.1_4490	KPN_RS23265
lcl|NC_009648.1_cds_WP_015959228.1_4491	KPN_RS23270
lcl|NC_009648.1_cds_WP_004181651.1_4492	KPN_RS23275
lcl|NC_009648.1_cds_WP_002883412.1_4493	KPN_RS23280
lcl|NC_009648.1_cds_WP_015959229.1_4494	KPN_RS23285
lcl|NC_009648.1_cds_WP_002883414.1_4495	KPN_RS23290
lcl|NC_009648.1_cds_WP_002883415.1_4496	KPN_RS23295
lcl|NC_009648.1_cds_WP_015959230.1_4497	KPN_RS23300
lcl|NC_009648.1_cds_WP_002883417.1_4498	KPN_RS23305
lcl|NC_009648.1_cds_WP_002883419.1_4499	KPN_RS23310
lcl|NC_009648.1_cds_WP_015959231.1_4500	KPN_RS23315
lcl|NC_009648.1_cds_WP_002883421.1_4501	KPN_RS23320
lcl|NC_009648.1_cds_WP_002883422.1_4502	KPN_RS23325
lcl|NC_009648.1_cds_WP_002883424.1_4503	KPN_RS23330
lcl|NC_009648.1_cds_WP_002883425.1_4504	KPN_RS23335
lcl|NC_009648.1_cds_WP_015959232.1_4505	KPN_RS23340
lcl|NC_009648.1_cds_WP_002883427.1_4506	KPN_RS23345
lcl|NC_009648.1_cds_WP_015959233.1_4507	KPN_RS23350
lcl|NC_009648.1_cds_WP_002883430.1_4508	KPN_RS23355
lcl|NC_009648.1_cds_WP_004146456.1_4509	KPN_RS23365
lcl|NC_009648.1_cds_WP_002883448.1_4510	KPN_RS23370
lcl|NC_009648.1_cds_WP_015959234.1_4511	KPN_RS23375
lcl|NC_009648.1_cds_WP_004901902.1_4512	KPN_RS23380
lcl|NC_009648.1_cds_WP_004181656.1_4513	KPN_RS23385
lcl|NC_009648.1_cds_WP_002883449.1_4514	KPN_RS23390
lcl|NC_009648.1_cds_WP_002883450.1_4515	KPN_RS23395
lcl|NC_009648.1_cds_WP_002883453.1_4516	KPN_RS23400
lcl|NC_009648.1_cds_WP_015959236.1_4517	KPN_RS23430
lcl|NC_009648.1_cds_WP_002883521.1_4518	KPN_RS23435
lcl|NC_009648.1_cds_WP_002883524.1_4519	KPN_RS23440
lcl|NC_009648.1_cds_WP_004174069.1_4520	KPN_RS23465
lcl|NC_009648.1_cds_WP_002883772.1_4521	KPN_RS23470
lcl|NC_009648.1_cds_WP_001287521.1_4522	KPN_RS23475
lcl|NC_009648.1_cds_WP_002884034.1_4523	KPN_RS23480
lcl|NC_009648.1_cds_WP_002884036.1_4524	KPN_RS23485
lcl|NC_009648.1_cds_WP_001207203.1_4525	KPN_RS23490
lcl|NC_009648.1_cds_WP_002884142.1_4526	KPN_RS23495
lcl|NC_009648.1_cds_WP_004901914.1_4527	KPN_RS23500
lcl|NC_009648.1_cds_WP_002884146.1_4528	KPN_RS23505
lcl|NC_009648.1_cds_WP_002884148.1_4529	KPN_RS23510
lcl|NC_009648.1_cds_WP_002884149.1_4530	KPN_RS23515
lcl|NC_009648.1_cds_WP_002884150.1_4531	KPN_RS23520
lcl|NC_009648.1_cds_WP_004186411.1_4532	KPN_RS23525
lcl|NC_009648.1_cds_WP_015959239.1_4533	KPN_RS23535
lcl|NC_009648.1_cds_WP_015959240.1_4534	KPN_RS23540
lcl|NC_009648.1_cds_WP_002884183.1_4535	KPN_RS23545
lcl|NC_009648.1_cds_WP_004177871.1_4536	KPN_RS23550
lcl|NC_009648.1_cds_WP_004152310.1_4537	KPN_RS23555
lcl|NC_009648.1_cds_WP_004873297.1_4538	KPN_RS23560
lcl|NC_009648.1_cds_WP_002884324.1_4539	KPN_RS23565
lcl|NC_009648.1_cds_WP_002884327.1_4540	KPN_RS23570
lcl|NC_009648.1_cds_WP_002884329.1_4541	KPN_RS23575
lcl|NC_009648.1_cds_WP_004152311.1_4542	KPN_RS23580
lcl|NC_009648.1_cds_WP_015959241.1_4543	KPN_RS23585
lcl|NC_009648.1_cds_WP_002884342.1_4544	KPN_RS23590
lcl|NC_009648.1_cds_WP_002884344.1_4545	KPN_RS23595
lcl|NC_009648.1_cds_WP_002884346.1_4546	KPN_RS23600
lcl|NC_009648.1_cds_WP_015959242.1_4547	KPN_RS23610
lcl|NC_009648.1_cds_WP_015959243.1_4548	KPN_RS23615
lcl|NC_009648.1_cds_WP_002884357.1_4549	KPN_RS23620
lcl|NC_009648.1_cds_WP_015959244.1_4550	KPN_RS23625
lcl|NC_009648.1_cds_WP_015959245.1_4551	KPN_RS23655
lcl|NC_009648.1_cds_WP_004146576.1_4552	KPN_RS23660
lcl|NC_009648.1_cds_WP_015959246.1_4553	KPN_RS23665
lcl|NC_009648.1_cds_WP_029602897.1_4554	KPN_RS23670
lcl|NC_009648.1_cds_WP_002884575.1_4555	KPN_RS23675
lcl|NC_009648.1_cds_WP_002884578.1_4556	KPN_RS23680
lcl|NC_009648.1_cds_WP_015959249.1_4557	KPN_RS23685
lcl|NC_009648.1_cds_WP_004177864.1_4558	KPN_RS23690
lcl|NC_009648.1_cds_WP_004221827.1_4559	KPN_RS23695
lcl|NC_009648.1_cds_WP_015959250.1_4560	KPN_RS23700
lcl|NC_009648.1_cds_WP_002884590.1_4561	KPN_RS23705
lcl|NC_009648.1_cds_WP_002884608.1_4562	KPN_RS23710
lcl|NC_009648.1_cds_WP_004151751.1_4563	KPN_RS23715
lcl|NC_009648.1_cds_WP_015959253.1_4564	KPN_RS23720
lcl|NC_009648.1_cds_WP_002884614.1_4565	KPN_RS23725
lcl|NC_009648.1_cds_WP_002884616.1_4566	KPN_RS23730
lcl|NC_009648.1_cds_WP_002884619.1_4567	KPN_RS23735
lcl|NC_009648.1_cds_WP_002884625.1_4568	KPN_RS23740
lcl|NC_009648.1_cds_WP_002884627.1_4569	KPN_RS23745
lcl|NC_009648.1_cds_WP_004146591.1_4570	KPN_RS23750
lcl|NC_009648.1_cds_WP_002884631.1_4571	KPN_RS23755
lcl|NC_009648.1_cds_WP_004177857.1_4572	KPN_RS23760
lcl|NC_009648.1_cds_WP_004177856.1_4573	KPN_RS23765
lcl|NC_009648.1_cds_WP_004178266.1_4574	KPN_RS23770
lcl|NC_009648.1_cds_WP_004177855.1_4575	KPN_RS23775
lcl|NC_009648.1_cds_WP_004177854.1_4576	KPN_RS23780
lcl|NC_009648.1_cds_WP_015959255.1_4577	KPN_RS23785
lcl|NC_009648.1_cds_WP_002884721.1_4578	KPN_RS23790
lcl|NC_009648.1_cds_WP_002884725.1_4579	KPN_RS23795
lcl|NC_009648.1_cds_WP_002884726.1_4580	KPN_RS23800
lcl|NC_009648.1_cds_WP_002884740.1_4581	KPN_RS23805
lcl|NC_009648.1_cds_WP_002884743.1_4582	KPN_RS23810
lcl|NC_009648.1_cds_WP_002884747.1_4583	KPN_RS23815
lcl|NC_009648.1_cds_WP_004151749.1_4584	KPN_RS23820
lcl|NC_009648.1_cds_WP_002884807.1_4585	KPN_RS23825
lcl|NC_009648.1_cds_WP_002884808.1_4586	KPN_RS23830
lcl|NC_009648.1_cds_WP_004178269.1_4587	KPN_RS23835
lcl|NC_009648.1_cds_WP_002884819.1_4588	KPN_RS23840
lcl|NC_009648.1_cds_WP_002884822.1_4589	KPN_RS23845
lcl|NC_009648.1_cds_WP_015959257.1_4590	KPN_RS23850
lcl|NC_009648.1_cds_WP_004219133.1_4591	KPN_RS31825
lcl|NC_009648.1_cds_WP_004151747.1_4592	KPN_RS23860
lcl|NC_009648.1_cds_WP_002884931.1_4593	KPN_RS23865
lcl|NC_009648.1_cds_WP_002884935.1_4594	KPN_RS23875
lcl|NC_009648.1_cds_WP_041937695.1_4595	KPN_RS23880
lcl|NC_009648.1_cds_WP_009484997.1_4596	KPN_RS23885
lcl|NC_009648.1_cds_WP_002884941.1_4597	KPN_RS23890
lcl|NC_009648.1_cds_WP_002884942.1_4598	KPN_RS23895
lcl|NC_009648.1_cds_WP_015959259.1_4599	KPN_RS23900
lcl|NC_009648.1_cds_WP_002884946.1_4600	KPN_RS23905
lcl|NC_009648.1_cds_WP_004151745.1_4601	KPN_RS23910
lcl|NC_009648.1_cds_WP_002884951.1_4602	KPN_RS23915
lcl|NC_009648.1_cds_WP_002884953.1_4603	KPN_RS23920
lcl|NC_009648.1_cds_WP_004146620.1_4604	KPN_RS23925
lcl|NC_009648.1_cds_WP_004151744.1_4605	KPN_RS23930
lcl|NC_009648.1_cds_WP_015959261.1_4606	KPN_RS23935
lcl|NC_009648.1_cds_WP_015959262.1_4607	KPN_RS23945
lcl|NC_009648.1_cds_WP_004186495.1_4608	KPN_RS23950
lcl|NC_009648.1_cds_WP_004186498.1_4609	KPN_RS23955
lcl|NC_009648.1_cds_WP_004192625.1_4610	KPN_RS23965
lcl|NC_009648.1_cds_WP_004186501.1_4611	KPN_RS23970
lcl|NC_009648.1_cds_WP_002885039.1_4612	KPN_RS23975
lcl|NC_009648.1_cds_WP_004177841.1_4613	KPN_RS23980
lcl|NC_009648.1_cds_WP_004186508.1_4614	KPN_RS23985
lcl|NC_009648.1_cds_WP_002885048.1_4615	KPN_RS23990
lcl|NC_009648.1_cds_WP_004177837.1_4616	KPN_RS23995
lcl|NC_009648.1_cds_WP_004177835.1_4617	KPN_RS24000
lcl|NC_009648.1_cds_WP_004177833.1_4618	KPN_RS24005
lcl|NC_009648.1_cds_WP_004186517.1_4619	KPN_RS24010
lcl|NC_009648.1_cds_WP_004177826.1_4620	KPN_RS24015
lcl|NC_009648.1_cds_WP_004177824.1_4621	KPN_RS24020
lcl|NC_009648.1_cds_WP_004151738.1_4622	KPN_RS24025
lcl|NC_009648.1_cds_WP_002885077.1_4623	KPN_RS24030
